left daughter	right daughter	split var	split point	status	prediction	nodeid	treeid
70	71	num.displays_00	1013.5	1	NA	52	180
0	0	NA	0	-1	0	53	180
72	73	auth.increase_07	0.5	1	NA	54	180
0	0	NA	0	-1	1	55	180
74	75	num.displays_03	3952.5	1	NA	56	180
0	0	NA	0	-1	0	57	180
0	0	NA	0	-1	0	58	180
0	0	NA	0	-1	1	59	180
0	0	NA	0	-1	1	60	180
0	0	NA	0	-1	1	61	180
76	77	num.authors.topic_02	18.5	1	NA	62	180
0	0	NA	0	-1	0	63	180
0	0	NA	0	-1	1	64	180
0	0	NA	0	-1	1	65	180
78	79	avg.disc.length_07	28.416667	1	NA	66	180
0	0	NA	0	-1	0	67	180
80	81	num.displays_02	699.5	1	NA	68	180
0	0	NA	0	-1	0	69	180
82	83	attention.level.author_01	0.006255	1	NA	70	180
0	0	NA	0	-1	0	71	180
84	85	atomic.containers_00	1.5	1	NA	72	180
86	87	contribution.sparseness_00	0.0206205	1	NA	73	180
88	89	num.displays_05	1842	1	NA	74	180
0	0	NA	0	-1	0	75	180
90	91	burstiness_06	0.4166665	1	NA	76	180
0	0	NA	0	-1	0	77	180
92	93	avg.auths.per.disc_05	4.1314285	1	NA	78	180
94	95	attention.level.author_04	0.0114165	1	NA	79	180
96	97	num.displays_02	193	1	NA	80	180
98	99	num.displays_05	706.5	1	NA	81	180
0	0	NA	0	-1	0	82	180
0	0	NA	0	-1	0	83	180
0	0	NA	0	-1	0	84	180
0	0	NA	0	-1	0	85	180
0	0	NA	0	-1	0	86	180
0	0	NA	0	-1	0	87	180
0	0	NA	0	-1	0	88	180
0	0	NA	0	-1	1	89	180
0	0	NA	0	-1	0	90	180
0	0	NA	0	-1	0	91	180
0	0	NA	0	-1	1	92	180
0	0	NA	0	-1	1	93	180
0	0	NA	0	-1	1	94	180
0	0	NA	0	-1	1	95	180
0	0	NA	0	-1	0	96	180
0	0	NA	0	-1	0	97	180
0	0	NA	0	-1	0	98	180
0	0	NA	0	-1	0	99	180
2	3	num.displays_01	1832	1	NA	1	181
4	5	avg.disc.length_02	1.75	1	NA	2	181
6	7	num.displays_01	3109.5	1	NA	3	181
8	9	num.displays_04	1101	1	NA	4	181
10	11	attention.level.author_04	0.0018815	1	NA	5	181
12	13	num.displays_04	4691	1	NA	6	181
14	15	attention.level.author_02	0.0061405	1	NA	7	181
16	17	attention.level.author_07	0.0114805	1	NA	8	181
18	19	num.displays_00	1326.5	1	NA	9	181
20	21	num.displays_07	1775	1	NA	10	181
22	23	atomic.containers_07	181.5	1	NA	11	181
24	25	auth.increase_04	0.5	1	NA	12	181
0	0	NA	0	-1	0	13	181
26	27	attention.level.contrib_03	0.007349	1	NA	14	181
28	29	avg.auths.per.disc_04	3.1055555	1	NA	15	181
30	31	attention.level.author_00	0.000456	1	NA	16	181
0	0	NA	0	-1	0	17	181
0	0	NA	0	-1	0	18	181
0	0	NA	0	-1	0	19	181
32	33	num.new.disc_02	1.5	1	NA	20	181
34	35	attention.level.author_02	0.0025355	1	NA	21	181
36	37	num.authors.topic_05	16.5	1	NA	22	181
0	0	NA	0	-1	1	23	181
38	39	contribution.sparseness_07	0.007825	1	NA	24	181
40	41	auth.increase_07	8.5	1	NA	25	181
42	43	avg.auths.per.disc_05	3.3095235	1	NA	26	181
0	0	NA	0	-1	0	27	181
0	0	NA	0	-1	1	28	181
44	45	contribution.sparseness_06	0.002482	1	NA	29	181
46	47	avg.disc.length_03	10.5	1	NA	30	181
48	49	num.displays_02	930	1	NA	31	181
50	51	num.displays_00	399.5	1	NA	32	181
0	0	NA	0	-1	0	33	181
0	0	NA	0	-1	0	34	181
0	0	NA	0	-1	1	35	181
52	53	num.new.disc_02	1.5	1	NA	36	181
0	0	NA	0	-1	0	37	181
0	0	NA	0	-1	0	38	181
0	0	NA	0	-1	1	39	181
54	55	avg.auths.per.disc_01	4.125	1	NA	40	181
0	0	NA	0	-1	1	41	181
56	57	attention.level.author_05	0.0001815	1	NA	42	181
58	59	num.new.disc_06	9	1	NA	43	181
0	0	NA	0	-1	1	44	181
60	61	avg.auths.per.disc_01	43.333334	1	NA	45	181
62	63	burstiness_04	0.9285715	1	NA	46	181
64	65	num.displays_02	966	1	NA	47	181
66	67	avg.auths.per.disc_05	24.5	1	NA	48	181
0	0	NA	0	-1	0	49	181
0	0	NA	0	-1	0	50	181
68	69	num.displays_03	381	1	NA	51	181
70	71	num.displays_07	1464	1	NA	52	181
0	0	NA	0	-1	0	53	181
0	0	NA	0	-1	1	54	181
0	0	NA	0	-1	1	55	181
0	0	NA	0	-1	1	56	181
0	0	NA	0	-1	1	57	181
72	73	avg.auths.per.disc_01	56.666668	1	NA	58	181
0	0	NA	0	-1	0	59	181
74	75	contribution.sparseness_00	0.006705	1	NA	60	181
0	0	NA	0	-1	0	61	181
76	77	num.displays_07	1604	1	NA	62	181
0	0	NA	0	-1	0	63	181
78	79	attention.level.contrib_07	0.0032625	1	NA	64	181
0	0	NA	0	-1	0	65	181
80	81	atomic.containers_07	117	1	NA	66	181
0	0	NA	0	-1	0	67	181
0	0	NA	0	-1	0	68	181
82	83	num.authors.topic_05	16	1	NA	69	181
0	0	NA	0	-1	0	70	181
0	0	NA	0	-1	0	71	181
84	85	num.displays_06	3189	1	NA	72	181
0	0	NA	0	-1	0	73	181
86	87	attention.level.contrib_00	0.0092425	1	NA	74	181
88	89	contribution.sparseness_00	0.006715	1	NA	75	181
90	91	attention.level.author_07	0.0013755	1	NA	76	181
0	0	NA	0	-1	0	77	181
92	93	num.displays_04	315.5	1	NA	78	181
0	0	NA	0	-1	0	79	181
94	95	attention.level.author_04	0.0054305	1	NA	80	181
0	0	NA	0	-1	0	81	181
96	97	avg.auths.per.disc_00	31	1	NA	82	181
0	0	NA	0	-1	0	83	181
0	0	NA	0	-1	0	84	181
98	99	attention.level.contrib_06	0.0014935	1	NA	85	181
0	0	NA	0	-1	1	86	181
0	0	NA	0	-1	1	87	181
0	0	NA	0	-1	0	88	181
0	0	NA	0	-1	1	89	181
0	0	NA	0	-1	0	90	181
0	0	NA	0	-1	0	91	181
0	0	NA	0	-1	0	92	181
0	0	NA	0	-1	0	93	181
0	0	NA	0	-1	0	94	181
0	0	NA	0	-1	0	95	181
0	0	NA	0	-1	0	96	181
0	0	NA	0	-1	0	97	181
0	0	NA	0	-1	1	98	181
0	0	NA	0	-1	1	99	181
2	3	num.displays_06	2017	1	NA	1	182
4	5	num.displays_01	1003	1	NA	2	182
6	7	num.displays_02	3085	1	NA	3	182
8	9	number.total.disc_07	8.5	1	NA	4	182
10	11	attention.level.author_07	0.017607	1	NA	5	182
12	13	num.new.disc_03	1.5	1	NA	6	182
14	15	num.displays_06	3793	1	NA	7	182
16	17	num.displays_03	589	1	NA	8	182
0	0	NA	0	-1	0	9	182
18	19	num.displays_02	667	1	NA	10	182
0	0	NA	0	-1	1	11	182
20	21	num.displays_04	2575.5	1	NA	12	182
0	0	NA	0	-1	0	13	182
0	0	NA	0	-1	0	14	182
22	23	attention.level.author_01	0.0080355	1	NA	15	182
24	25	avg.auths.per.disc_05	72.5	1	NA	16	182
26	27	avg.disc.length_05	146	1	NA	17	182
0	0	NA	0	-1	1	18	182
28	29	num.displays_01	1419.5	1	NA	19	182
30	31	contribution.sparseness_02	0.038968	1	NA	20	182
32	33	attention.level.author_04	0.0022695	1	NA	21	182
34	35	atomic.containers_03	115	1	NA	22	182
36	37	avg.auths.per.disc_06	3.7863635	1	NA	23	182
38	39	attention.level.author_00	0.009638	1	NA	24	182
0	0	NA	0	-1	0	25	182
40	41	num.displays_01	269	1	NA	26	182
0	0	NA	0	-1	1	27	182
42	43	avg.disc.length_06	3.25	1	NA	28	182
0	0	NA	0	-1	0	29	182
44	45	attention.level.author_01	0.0036995	1	NA	30	182
0	0	NA	0	-1	1	31	182
0	0	NA	0	-1	1	32	182
0	0	NA	0	-1	1	33	182
46	47	attention.level.author_00	0.005162	1	NA	34	182
0	0	NA	0	-1	0	35	182
0	0	NA	0	-1	1	36	182
48	49	avg.auths.per.disc_00	23.0555555	1	NA	37	182
50	51	attention.level.contrib_07	0.0069355	1	NA	38	182
0	0	NA	0	-1	1	39	182
0	0	NA	0	-1	0	40	182
52	53	avg.disc.length_04	133	1	NA	41	182
0	0	NA	0	-1	0	42	182
54	55	num.displays_00	1116.5	1	NA	43	182
56	57	attention.level.contrib_01	3.3e-05	1	NA	44	182
0	0	NA	0	-1	1	45	182
58	59	atomic.containers_00	17.5	1	NA	46	182
60	61	atomic.containers_00	60.5	1	NA	47	182
62	63	contribution.sparseness_07	0.0018575	1	NA	48	182
0	0	NA	0	-1	0	49	182
64	65	num.authors.topic_03	2.5	1	NA	50	182
0	0	NA	0	-1	0	51	182
66	67	auth.increase_03	11.5	1	NA	52	182
0	0	NA	0	-1	1	53	182
0	0	NA	0	-1	0	54	182
0	0	NA	0	-1	0	55	182
0	0	NA	0	-1	1	56	182
68	69	avg.disc.length_03	39.75	1	NA	57	182
70	71	num.displays_04	13555.5	1	NA	58	182
72	73	attention.level.author_02	0.008338	1	NA	59	182
0	0	NA	0	-1	1	60	182
0	0	NA	0	-1	1	61	182
0	0	NA	0	-1	1	62	182
74	75	attention.level.author_05	0.004795	1	NA	63	182
76	77	attention.level.contrib_00	0.0014725	1	NA	64	182
78	79	num.displays_06	773	1	NA	65	182
80	81	num.displays_04	1563	1	NA	66	182
0	0	NA	0	-1	1	67	182
0	0	NA	0	-1	0	68	182
0	0	NA	0	-1	0	69	182
82	83	attention.level.contrib_04	0.000572	1	NA	70	182
0	0	NA	0	-1	0	71	182
0	0	NA	0	-1	1	72	182
0	0	NA	0	-1	0	73	182
0	0	NA	0	-1	1	74	182
84	85	num.displays_03	27173	1	NA	75	182
86	87	num.displays_00	435.5	1	NA	76	182
0	0	NA	0	-1	0	77	182
88	89	auth.increase_05	8.5	1	NA	78	182
0	0	NA	0	-1	0	79	182
90	91	number.total.disc_02	9.5	1	NA	80	182
0	0	NA	0	-1	0	81	182
0	0	NA	0	-1	1	82	182
0	0	NA	0	-1	1	83	182
92	93	avg.disc.length_05	44.6862755	1	NA	84	182
94	95	avg.disc.length_07	28.576352	1	NA	85	182
96	97	atomic.containers_00	7.5	1	NA	86	182
98	99	atomic.containers_06	0.5	1	NA	87	182
0	0	NA	0	-1	0	88	182
0	0	NA	0	-1	1	89	182
0	0	NA	0	-1	0	90	182
0	0	NA	0	-1	1	91	182
0	0	NA	0	-1	1	92	182
0	0	NA	0	-1	1	93	182
0	0	NA	0	-1	1	94	182
0	0	NA	0	-1	1	95	182
0	0	NA	0	-1	0	96	182
0	0	NA	0	-1	0	97	182
0	0	NA	0	-1	0	98	182
0	0	NA	0	-1	0	99	182
2	3	num.displays_01	1843.5	1	NA	1	183
4	5	avg.disc.length_00	3.875	1	NA	2	183
6	7	avg.auths.per.disc_04	4.563492	1	NA	3	183
8	9	num.authors.topic_07	41.5	1	NA	4	183
10	11	num.displays_06	1352	1	NA	5	183
12	13	num.displays_01	4645.5	1	NA	6	183
14	15	number.total.disc_04	4.5	1	NA	7	183
16	17	attention.level.contrib_01	0.000908	1	NA	8	183
0	0	NA	0	-1	1	9	183
18	19	attention.level.contrib_01	0.015236	1	NA	10	183
20	21	num.displays_07	2056.5	1	NA	11	183
22	23	atomic.containers_06	38.5	1	NA	12	183
24	25	atomic.containers_03	27.5	1	NA	13	183
26	27	attention.level.author_05	0.0012005	1	NA	14	183
28	29	burstiness_07	0.1483515	1	NA	15	183
30	31	num.displays_02	1248	1	NA	16	183
0	0	NA	0	-1	0	17	183
32	33	num.displays_07	1992.5	1	NA	18	183
0	0	NA	0	-1	1	19	183
34	35	avg.disc.length_06	21.5	1	NA	20	183
0	0	NA	0	-1	0	21	183
36	37	num.displays_00	3218	1	NA	22	183
0	0	NA	0	-1	0	23	183
0	0	NA	0	-1	1	24	183
38	39	attention.level.author_06	0.008952	1	NA	25	183
0	0	NA	0	-1	1	26	183
40	41	atomic.containers_03	28.5	1	NA	27	183
0	0	NA	0	-1	1	28	183
42	43	auth.increase_03	42.5	1	NA	29	183
44	45	num.displays_04	668	1	NA	30	183
0	0	NA	0	-1	0	31	183
46	47	attention.level.author_00	0.012483	1	NA	32	183
0	0	NA	0	-1	1	33	183
0	0	NA	0	-1	0	34	183
0	0	NA	0	-1	0	35	183
48	49	num.displays_03	4919.5	1	NA	36	183
0	0	NA	0	-1	1	37	183
0	0	NA	0	-1	0	38	183
0	0	NA	0	-1	1	39	183
50	51	num.displays_04	25006	1	NA	40	183
0	0	NA	0	-1	1	41	183
52	53	avg.disc.length_03	104.285713	1	NA	42	183
0	0	NA	0	-1	1	43	183
54	55	num.displays_07	2001	1	NA	44	183
56	57	num.displays_06	1299	1	NA	45	183
58	59	number.total.disc_02	9	1	NA	46	183
0	0	NA	0	-1	1	47	183
60	61	atomic.containers_05	40.5	1	NA	48	183
0	0	NA	0	-1	0	49	183
62	63	attention.level.contrib_07	0.000446	1	NA	50	183
0	0	NA	0	-1	0	51	183
64	65	avg.auths.per.disc_03	4.635965	1	NA	52	183
0	0	NA	0	-1	0	53	183
66	67	attention.level.author_00	0.001085	1	NA	54	183
0	0	NA	0	-1	1	55	183
68	69	atomic.containers_03	1.5	1	NA	56	183
0	0	NA	0	-1	0	57	183
70	71	atomic.containers_00	3.5	1	NA	58	183
0	0	NA	0	-1	1	59	183
72	73	attention.level.author_07	0.0014345	1	NA	60	183
0	0	NA	0	-1	0	61	183
0	0	NA	0	-1	1	62	183
0	0	NA	0	-1	1	63	183
0	0	NA	0	-1	1	64	183
74	75	avg.auths.per.disc_00	29.208333	1	NA	65	183
76	77	num.displays_03	306.5	1	NA	66	183
0	0	NA	0	-1	0	67	183
78	79	num.authors.topic_07	0.5	1	NA	68	183
0	0	NA	0	-1	0	69	183
80	81	number.total.disc_02	0.5	1	NA	70	183
82	83	num.new.disc_03	2.5	1	NA	71	183
0	0	NA	0	-1	1	72	183
0	0	NA	0	-1	1	73	183
84	85	avg.auths.per.disc_01	7.6904765	1	NA	74	183
0	0	NA	0	-1	1	75	183
86	87	num.displays_03	69.5	1	NA	76	183
88	89	num.displays_03	308	1	NA	77	183
0	0	NA	0	-1	0	78	183
0	0	NA	0	-1	0	79	183
0	0	NA	0	-1	0	80	183
0	0	NA	0	-1	0	81	183
90	91	burstiness_07	0.472222	1	NA	82	183
0	0	NA	0	-1	0	83	183
92	93	avg.auths.per.disc_05	2.9615385	1	NA	84	183
94	95	num.displays_06	2647	1	NA	85	183
0	0	NA	0	-1	0	86	183
96	97	num.authors.topic_06	0.5	1	NA	87	183
0	0	NA	0	-1	1	88	183
98	99	auth.increase_06	1.5	1	NA	89	183
0	0	NA	0	-1	0	90	183
0	0	NA	0	-1	0	91	183
0	0	NA	0	-1	0	92	183
0	0	NA	0	-1	1	93	183
0	0	NA	0	-1	0	94	183
0	0	NA	0	-1	1	95	183
0	0	NA	0	-1	0	96	183
0	0	NA	0	-1	0	97	183
0	0	NA	0	-1	0	98	183
0	0	NA	0	-1	0	99	183
2	3	num.displays_03	1650	1	NA	1	184
4	5	num.displays_01	988.5	1	NA	2	184
6	7	auth.increase_04	1.5	1	NA	3	184
8	9	attention.level.contrib_04	0.0004015	1	NA	4	184
10	11	num.displays_07	2276.5	1	NA	5	184
12	13	attention.level.contrib_01	0.00643	1	NA	6	184
14	15	num.displays_05	3265.5	1	NA	7	184
16	17	avg.auths.per.disc_05	77	1	NA	8	184
18	19	num.displays_07	2089.5	1	NA	9	184
20	21	contribution.sparseness_06	0.0146345	1	NA	10	184
0	0	NA	0	-1	1	11	184
22	23	contribution.sparseness_07	0.0033555	1	NA	12	184
0	0	NA	0	-1	1	13	184
24	25	atomic.containers_04	23.5	1	NA	14	184
26	27	burstiness_06	0.763889	1	NA	15	184
28	29	attention.level.author_06	0.000717	1	NA	16	184
0	0	NA	0	-1	0	17	184
30	31	burstiness_00	0.2916665	1	NA	18	184
0	0	NA	0	-1	1	19	184
32	33	num.displays_07	1342.5	1	NA	20	184
0	0	NA	0	-1	0	21	184
34	35	num.displays_06	1955.5	1	NA	22	184
36	37	num.displays_04	2077.5	1	NA	23	184
0	0	NA	0	-1	1	24	184
0	0	NA	0	-1	0	25	184
38	39	avg.auths.per.disc_02	3.236111	1	NA	26	184
0	0	NA	0	-1	1	27	184
40	41	num.authors.topic_07	27.5	1	NA	28	184
42	43	attention.level.contrib_00	0.0023675	1	NA	29	184
44	45	number.total.disc_07	1.5	1	NA	30	184
0	0	NA	0	-1	0	31	184
0	0	NA	0	-1	0	32	184
46	47	num.authors.topic_06	7.5	1	NA	33	184
0	0	NA	0	-1	0	34	184
48	49	num.displays_00	1532.5	1	NA	35	184
0	0	NA	0	-1	0	36	184
50	51	atomic.containers_04	10.5	1	NA	37	184
0	0	NA	0	-1	1	38	184
52	53	num.displays_03	8472	1	NA	39	184
54	55	num.displays_02	1004.5	1	NA	40	184
0	0	NA	0	-1	0	41	184
56	57	num.authors.topic_06	1.5	1	NA	42	184
0	0	NA	0	-1	0	43	184
58	59	num.displays_00	942.5	1	NA	44	184
0	0	NA	0	-1	0	45	184
60	61	attention.level.contrib_01	0.000412	1	NA	46	184
0	0	NA	0	-1	0	47	184
0	0	NA	0	-1	1	48	184
62	63	avg.disc.length_04	39.666666	1	NA	49	184
64	65	num.displays_01	4158	1	NA	50	184
0	0	NA	0	-1	0	51	184
66	67	burstiness_04	0.8055555	1	NA	52	184
68	69	attention.level.contrib_02	0.0007765	1	NA	53	184
70	71	avg.disc.length_07	30.5	1	NA	54	184
0	0	NA	0	-1	0	55	184
0	0	NA	0	-1	0	56	184
72	73	num.displays_07	1053.5	1	NA	57	184
0	0	NA	0	-1	0	58	184
0	0	NA	0	-1	0	59	184
74	75	attention.level.author_04	0.0027275	1	NA	60	184
0	0	NA	0	-1	0	61	184
76	77	attention.level.author_00	0.0020665	1	NA	62	184
0	0	NA	0	-1	1	63	184
78	79	avg.auths.per.disc_05	1.75	1	NA	64	184
0	0	NA	0	-1	1	65	184
80	81	avg.disc.length_06	29.875	1	NA	66	184
0	0	NA	0	-1	1	67	184
0	0	NA	0	-1	0	68	184
82	83	attention.level.author_05	0.009523	1	NA	69	184
84	85	num.displays_05	997.5	1	NA	70	184
86	87	num.displays_03	305.5	1	NA	71	184
88	89	atomic.containers_06	4.5	1	NA	72	184
0	0	NA	0	-1	0	73	184
90	91	burstiness_05	0.125	1	NA	74	184
0	0	NA	0	-1	1	75	184
0	0	NA	0	-1	1	76	184
0	0	NA	0	-1	0	77	184
0	0	NA	0	-1	1	78	184
0	0	NA	0	-1	1	79	184
0	0	NA	0	-1	1	80	184
0	0	NA	0	-1	1	81	184
0	0	NA	0	-1	1	82	184
92	93	num.displays_06	35228	1	NA	83	184
94	95	atomic.containers_01	2.5	1	NA	84	184
0	0	NA	0	-1	0	85	184
0	0	NA	0	-1	0	86	184
0	0	NA	0	-1	0	87	184
96	97	avg.auths.per.disc_04	2.5	1	NA	88	184
0	0	NA	0	-1	0	89	184
0	0	NA	0	-1	0	90	184
0	0	NA	0	-1	0	91	184
98	99	num.new.disc_07	2.5	1	NA	92	184
0	0	NA	0	-1	1	93	184
0	0	NA	0	-1	0	94	184
0	0	NA	0	-1	0	95	184
0	0	NA	0	-1	0	96	184
0	0	NA	0	-1	0	97	184
0	0	NA	0	-1	1	98	184
0	0	NA	0	-1	1	99	184
2	3	attention.level.author_04	0.0024825	1	NA	1	185
4	5	num.displays_04	1309	1	NA	2	185
6	7	num.displays_03	1776.5	1	NA	3	185
8	9	avg.auths.per.disc_00	3.75	1	NA	4	185
10	11	atomic.containers_03	29.5	1	NA	5	185
12	13	num.displays_07	1292	1	NA	6	185
14	15	num.displays_00	1992.5	1	NA	7	185
16	17	attention.level.author_06	0.0010165	1	NA	8	185
18	19	num.displays_04	887.5	1	NA	9	185
20	21	num.displays_07	3502	1	NA	10	185
0	0	NA	0	-1	0	11	185
22	23	attention.level.contrib_06	0.007432	1	NA	12	185
0	0	NA	0	-1	0	13	185
0	0	NA	0	-1	0	14	185
24	25	burstiness_02	0.6396105	1	NA	15	185
26	27	num.displays_07	1613.5	1	NA	16	185
28	29	num.displays_00	864	1	NA	17	185
30	31	num.authors.topic_03	13.5	1	NA	18	185
0	0	NA	0	-1	0	19	185
32	33	attention.level.author_07	0.0040045	1	NA	20	185
34	35	avg.disc.length_05	45.5	1	NA	21	185
36	37	atomic.containers_02	42.5	1	NA	22	185
0	0	NA	0	-1	0	23	185
38	39	burstiness_06	0.792857	1	NA	24	185
0	0	NA	0	-1	1	25	185
40	41	avg.auths.per.disc_07	14.5	1	NA	26	185
0	0	NA	0	-1	0	27	185
42	43	num.displays_03	1327	1	NA	28	185
0	0	NA	0	-1	0	29	185
44	45	avg.auths.per.disc_00	21.5	1	NA	30	185
0	0	NA	0	-1	0	31	185
46	47	num.displays_01	1342	1	NA	32	185
0	0	NA	0	-1	1	33	185
48	49	avg.auths.per.disc_06	5.25	1	NA	34	185
0	0	NA	0	-1	1	35	185
0	0	NA	0	-1	0	36	185
0	0	NA	0	-1	0	37	185
50	51	attention.level.author_00	0.0147945	1	NA	38	185
0	0	NA	0	-1	1	39	185
52	53	avg.disc.length_00	44.5	1	NA	40	185
0	0	NA	0	-1	0	41	185
54	55	attention.level.author_00	0.0031595	1	NA	42	185
0	0	NA	0	-1	1	43	185
56	57	contribution.sparseness_00	0.0141855	1	NA	44	185
0	0	NA	0	-1	0	45	185
0	0	NA	0	-1	0	46	185
58	59	attention.level.contrib_06	0.0002775	1	NA	47	185
0	0	NA	0	-1	1	48	185
0	0	NA	0	-1	1	49	185
60	61	num.displays_01	41022.5	1	NA	50	185
62	63	num.displays_06	78081	1	NA	51	185
64	65	avg.auths.per.disc_04	11.25	1	NA	52	185
0	0	NA	0	-1	0	53	185
66	67	avg.auths.per.disc_07	26.25	1	NA	54	185
0	0	NA	0	-1	1	55	185
0	0	NA	0	-1	0	56	185
0	0	NA	0	-1	0	57	185
68	69	num.authors.topic_00	1.5	1	NA	58	185
0	0	NA	0	-1	0	59	185
70	71	num.authors.topic_01	10.5	1	NA	60	185
0	0	NA	0	-1	0	61	185
72	73	avg.auths.per.disc_05	2.6541355	1	NA	62	185
0	0	NA	0	-1	1	63	185
74	75	num.displays_01	385.5	1	NA	64	185
0	0	NA	0	-1	0	65	185
76	77	num.displays_06	1031.5	1	NA	66	185
0	0	NA	0	-1	0	67	185
0	0	NA	0	-1	1	68	185
0	0	NA	0	-1	0	69	185
78	79	num.authors.topic_02	26.5	1	NA	70	185
80	81	attention.level.author_07	0.007605	1	NA	71	185
0	0	NA	0	-1	0	72	185
82	83	num.new.disc_07	35.5	1	NA	73	185
84	85	num.displays_07	305.5	1	NA	74	185
86	87	num.authors.topic_07	0.5	1	NA	75	185
0	0	NA	0	-1	0	76	185
0	0	NA	0	-1	0	77	185
88	89	atomic.containers_02	43	1	NA	78	185
0	0	NA	0	-1	0	79	185
0	0	NA	0	-1	1	80	185
90	91	attention.level.author_00	0.0146745	1	NA	81	185
92	93	burstiness_06	0.289916	1	NA	82	185
0	0	NA	0	-1	1	83	185
0	0	NA	0	-1	0	84	185
94	95	attention.level.contrib_04	0.001846	1	NA	85	185
96	97	num.displays_07	1130.5	1	NA	86	185
0	0	NA	0	-1	0	87	185
98	99	contribution.sparseness_06	0.034296	1	NA	88	185
0	0	NA	0	-1	1	89	185
0	0	NA	0	-1	1	90	185
0	0	NA	0	-1	0	91	185
0	0	NA	0	-1	1	92	185
0	0	NA	0	-1	1	93	185
0	0	NA	0	-1	0	94	185
0	0	NA	0	-1	0	95	185
0	0	NA	0	-1	0	96	185
0	0	NA	0	-1	0	97	185
0	0	NA	0	-1	1	98	185
0	0	NA	0	-1	1	99	185
2	3	num.displays_01	1712.5	1	NA	1	186
4	5	attention.level.author_04	0.0003475	1	NA	2	186
6	7	avg.auths.per.disc_05	3.154762	1	NA	3	186
8	9	num.displays_04	1061	1	NA	4	186
10	11	num.displays_02	1241.5	1	NA	5	186
12	13	contribution.sparseness_00	0.006067	1	NA	6	186
14	15	attention.level.author_05	0.00906	1	NA	7	186
16	17	avg.auths.per.disc_05	53.5	1	NA	8	186
18	19	num.displays_04	1748.5	1	NA	9	186
20	21	num.displays_03	912.5	1	NA	10	186
22	23	atomic.containers_05	16.5	1	NA	11	186
24	25	contribution.sparseness_05	0.005706	1	NA	12	186
26	27	avg.disc.length_04	17.083333	1	NA	13	186
28	29	num.displays_05	3242	1	NA	14	186
30	31	atomic.containers_05	1353	1	NA	15	186
32	33	num.displays_07	1613.5	1	NA	16	186
0	0	NA	0	-1	0	17	186
34	35	number.total.disc_07	3.5	1	NA	18	186
0	0	NA	0	-1	0	19	186
36	37	num.displays_06	1168.5	1	NA	20	186
38	39	burstiness_00	0.45	1	NA	21	186
40	41	avg.disc.length_06	57.5	1	NA	22	186
0	0	NA	0	-1	0	23	186
42	43	burstiness_06	0.7083335	1	NA	24	186
0	0	NA	0	-1	0	25	186
0	0	NA	0	-1	1	26	186
0	0	NA	0	-1	0	27	186
44	45	num.displays_07	3872.5	1	NA	28	186
46	47	atomic.containers_00	83.5	1	NA	29	186
48	49	num.displays_07	2121.5	1	NA	30	186
0	0	NA	0	-1	0	31	186
50	51	burstiness_02	0.8333335	1	NA	32	186
0	0	NA	0	-1	0	33	186
52	53	avg.disc.length_06	60.5	1	NA	34	186
0	0	NA	0	-1	1	35	186
54	55	num.displays_07	1876	1	NA	36	186
0	0	NA	0	-1	0	37	186
56	57	attention.level.author_07	0.0023065	1	NA	38	186
0	0	NA	0	-1	0	39	186
0	0	NA	0	-1	0	40	186
0	0	NA	0	-1	1	41	186
58	59	avg.auths.per.disc_04	9.75	1	NA	42	186
0	0	NA	0	-1	0	43	186
60	61	auth.increase_06	1.5	1	NA	44	186
0	0	NA	0	-1	1	45	186
62	63	attention.level.author_06	0.0022695	1	NA	46	186
0	0	NA	0	-1	1	47	186
0	0	NA	0	-1	0	48	186
64	65	number.total.disc_04	1	1	NA	49	186
66	67	num.displays_06	774.5	1	NA	50	186
0	0	NA	0	-1	0	51	186
68	69	num.displays_04	1064.5	1	NA	52	186
0	0	NA	0	-1	0	53	186
70	71	num.authors.topic_03	20	1	NA	54	186
0	0	NA	0	-1	0	55	186
0	0	NA	0	-1	0	56	186
0	0	NA	0	-1	0	57	186
72	73	avg.disc.length_02	16.136364	1	NA	58	186
0	0	NA	0	-1	0	59	186
0	0	NA	0	-1	1	60	186
0	0	NA	0	-1	0	61	186
0	0	NA	0	-1	1	62	186
74	75	num.authors.topic_06	11.5	1	NA	63	186
0	0	NA	0	-1	0	64	186
76	77	burstiness_05	0.426078	1	NA	65	186
78	79	num.authors.topic_02	1.5	1	NA	66	186
80	81	num.authors.topic_03	2.5	1	NA	67	186
0	0	NA	0	-1	1	68	186
82	83	num.displays_07	4990.5	1	NA	69	186
84	85	num.displays_07	1353	1	NA	70	186
0	0	NA	0	-1	0	71	186
0	0	NA	0	-1	1	72	186
0	0	NA	0	-1	1	73	186
86	87	num.new.disc_06	1.5	1	NA	74	186
0	0	NA	0	-1	1	75	186
88	89	avg.disc.length_07	28.6081085	1	NA	76	186
90	91	avg.auths.per.disc_06	24.825	1	NA	77	186
92	93	num.new.disc_01	0.5	1	NA	78	186
0	0	NA	0	-1	0	79	186
94	95	num.displays_04	597.5	1	NA	80	186
0	0	NA	0	-1	0	81	186
96	97	atomic.containers_07	69.5	1	NA	82	186
0	0	NA	0	-1	1	83	186
98	99	attention.level.author_07	0.006687	1	NA	84	186
0	0	NA	0	-1	0	85	186
0	0	NA	0	-1	1	86	186
0	0	NA	0	-1	1	87	186
0	0	NA	0	-1	1	88	186
0	0	NA	0	-1	1	89	186
