"field_name","note","field_keys","field_values","table"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3272","MFG-GLASS AND GLASS PRODUCTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3279","MFG-MISCELLANEOUS NONMETALLIC MINERAL PRODUCTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","327M","MFG-CEMENT, CONCRETE, LIME, AND GYPSUM PRODUCTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3313","MFG-ALUMINUM PRODUCTION AND PROCESSING","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3314","MFG-NONFERROUS METAL, EXCEPT ALUMINUM, PRODUCTION AND PROCESSING","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3315","MFG-FOUNDRIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","331M","MFG-IRON AND STEEL MILLS AND STEEL PRODUCTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3321","MFG-METAL FORGINGS AND STAMPINGS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3322","MFG-CUTLERY AND HAND TOOLS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3327","MFG-MACHINE SHOPS; TURNED PRODUCTS; SCREWS, NUTS AND BOLTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3328","MFG-COATING, ENGRAVING, HEAT TREATING AND ALLIED ACTIVITIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","33299M","MFG-ORDNANCE","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","332M","MFG-STRUCTURAL METALS, AND BOILER, TANK, AND SHIPPING CONTAINERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","332MZ","MFG-MISCELLANEOUS FABRICATED METAL PRODUCTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","33311","MFG-AGRICULTURAL IMPLEMENTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3331M","MFG-CONSTRUCTION, AND MINING AND OIL AND GAS FIELD MACHINERY","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3333","MFG-COMMERCIAL AND SERVICE INDUSTRY MACHINERY","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3335","MFG-METALWORKING MACHINERY","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3336","MFG-ENGINE, TURBINE, AND POWER TRANSMISSION EQUIPMENT","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","333MS","MFG-MACHINERY MANUFACTURING, N.E.C. OR NOT SPECIFIED","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3341","MFG-COMPUTER AND PERIPHERAL EQUIPMENT","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3345","MFG-NAVIGATIONAL, MEASURING, ELECTROMEDICAL, AND CONTROL INSTRUMENTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","334M1","MFG-COMMUNICATIONS, AND AUDIO AND VIDEO EQUIPMENT","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","334M2","MFG-ELECTRONIC COMPONENTS AND PRODUCTS, N.E.C.","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3352","MFG-HOUSEHOLD APPLIANCES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","335M","MFG-ELECTRIC LIGHTING, AND ELECTRICAL EQUIPMENT MANUFACTURING, AND OTHER ELECTRICAL COMPONENT MANUFACTURING, N.E.C.","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","33641M1","MFG-AIRCRAFT AND PARTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","33641M2","MFG-AEROSPACE PRODUCTS AND PARTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3365","MFG-RAILROAD ROLLING STOCK","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3366","MFG-SHIP AND BOAT BUILDING","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3369","MFG-OTHER TRANSPORTATION EQUIPMENT","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","336M","MFG-MOTOR VEHICLES AND MOTOR VEHICLE EQUIPMENT","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","337","MFG-FURNITURE AND RELATED PRODUCTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3391","MFG-MEDICAL EQUIPMENT AND SUPPLIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3399M","MFG-SPORTING AND ATHLETIC GOODS, AND DOLL, TOY, AND GAME MANUFACTURING","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3399ZM","MFG-MISCELLANEOUS MANUFACTURING, N.E.C.","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","33MS","MFG-NOT SPECIFIED METAL INDUSTRIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","3MS","MFG-NOT SPECIFIED INDUSTRIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4231","WHL-MOTOR VEHICLES AND MOTOR VEHICLE PARTS AND SUPPLIES MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4232","WHL-FURNITURE AND HOME FURNISHING MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4233","WHL-LUMBER AND OTHER CONSTRUCTION MATERIALS MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4234","WHL-PROFESSIONAL AND COMMERCIAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4235","WHL-METALS AND MINERALS, EXCEPT PETROLEUM, MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4236","WHL-HOUSEHOLD APPLIANCES AND ELECTRICAL AND ELECTRONIC GOODS MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4237","WHL-HARDWARE, AND PLUMBING AND HEATING EQUIPMENT, AND SUPPLIES MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4238","WHL-MACHINERY, EQUIPMENT, AND SUPPLIES MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","42393","WHL-RECYCLABLE MATERIAL MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4239Z","WHL-MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4241","WHL-PAPER AND PAPER PRODUCTS MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4243","WHL-APPAREL, PIECE GOODS, AND NOTIONS MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4244","WHL-GROCERY AND RELATED PRODUCT MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4245","WHL-FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4247","WHL-PETROLEUM AND PETROLEUM PRODUCTS MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4248","WHL-ALCOHOLIC BEVERAGES MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","42491","WHL-FARM SUPPLIES MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4249Z","WHL-MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","424M","WHL-DRUGS, SUNDRIES, AND CHEMICAL AND ALLIED PRODUCTS MERCHANT WHOLESALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4251","WHL-WHOLESALE ELECTRONIC MARKETS AND AGENTS AND BROKERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","42S","WHL-NOT SPECIFIED WHOLESALE TRADE","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4411","RET-AUTOMOBILE DEALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4412","RET-OTHER MOTOR VEHICLE DEALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4413","RET-AUTOMOTIVE PARTS, ACCESSORIES, AND TIRE STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","442","RET-FURNITURE AND HOME FURNISHINGS STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","443141","RET-HOUSEHOLD APPLIANCE STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","443142","RET-ELECTRONICS STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","44413","RET-HARDWARE STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4441Z","RET-BUILDING MATERIAL AND SUPPLIES DEALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4442","RET-LAWN AND GARDEN EQUIPMENT AND SUPPLIES STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4451","RET-GROCERY STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4452","RET-SPECIALTY FOOD STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4453","RET-BEER, WINE, AND LIQUOR STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","44611","RET-PHARMACIES AND DRUG STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","446Z","RET-HEALTH AND PERSONAL CARE, EXCEPT DRUG, STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","447","RET-GASOLINE STATIONS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","44821","RET-SHOE STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4483","RET-JEWELRY, LUGGAGE, AND LEATHER GOODS STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4481","RET-CLOTHING STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","45113","RET-SEWING, NEEDLEWORK, AND PIECE GOODS STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","45114","RET-MUSICAL INSTRUMENT AND SUPPLIES STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4511M","RET-SPORTING GOODS, AND HOBBY AND TOY STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","45121","RET-BOOK STORES AND NEWS DEALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","45211","RET-DEPARTMENT AND DISCOUNT STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4529","RET-MISCELLANEOUS GENERAL MERCHANDISE STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4531","RET-FLORISTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","45321","RET-OFFICE SUPPLIES AND STATIONERY STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","45322","RET-GIFT, NOVELTY, AND SOUVENIR SHOPS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4533","RET-USED MERCHANDISE STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4539","RET-MISCELLANEOUS RETAIL STORES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","454111","RET-ELECTRONIC SHOPPING","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","454112","RET-ELECTRONIC AUCTIONS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","454113","RET-MAIL-ORDER HOUSES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4542","RET-VENDING MACHINE OPERATORS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","454310","RET-FUEL DEALERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","45439","RET-OTHER DIRECT SELLING ESTABLISHMENTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4MS","RET-NOT SPECIFIED RETAIL TRADE","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","481","TRN-AIR TRANSPORTATION","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","482","TRN-RAIL TRANSPORTATION","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","483","TRN-WATER TRANSPORTATION","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","484","TRN-TRUCK TRANSPORTATION","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","4853","TRN-TAXI AND LIMOUSINE SERVICE","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","485M","TRN-BUS SERVICE AND URBAN TRANSIT","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","486","TRN-PIPELINE TRANSPORTATION","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","487","TRN-SCENIC AND SIGHTSEEING TRANSPORTATION","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","488","TRN-SERVICES INCIDENTAL TO TRANSPORTATION","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","491","TRN-POSTAL SERVICE","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","492","TRN-COURIERS AND MESSENGERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","493","TRN-WAREHOUSING AND STORAGE","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","51111","INF-NEWSPAPER PUBLISHERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5111Z","INF-PERIODICAL, BOOK, AND DIRECTORY PUBLISHERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5112","INF-SOFTWARE PUBLISHERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5121","INF-MOTION PICTURE AND VIDEO INDUSTRIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5122","INF-SOUND RECORDING INDUSTRIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","515","INF-BROADCASTING, EXCEPT INTERNET","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5171","INF-WIRED TELECOMMUNICATIONS CARRIERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","517Z","INF-TELECOMMUNICATIONS, EXCEPT WIRED TELECOMMUNICATIONS CARRIERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5182","INF-DATA PROCESSING, HOSTING, AND RELATED SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","51912","INF-LIBRARIES AND ARCHIVES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","51913","INF-INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5191ZM","INF-OTHER INFORMATION SERVICES, EXCEPT LIBRARIES AND ARCHIVES, AND INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5221M","FIN-SAVINGS INSTITUTIONS, INCLUDING CREDIT UNIONS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","522M","FIN-NONDEPOSITORY CREDIT AND RELATED ACTIVITIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","524","FIN-INSURANCE CARRIERS AND RELATED ACTIVITIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","52M1","FIN-BANKING AND RELATED ACTIVITIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","52M2","FIN-SECURITIES, COMMODITIES, FUNDS, TRUSTS, AND OTHER FINANCIAL INVESTMENTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","531","FIN-REAL ESTATE","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5321","FIN-AUTOMOTIVE EQUIPMENT RENTAL AND LEASING","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","53223","FIN-VIDEO TAPE AND DISK RENTAL","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","532M","FIN-OTHER CONSUMER GOODS RENTAL","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","53M","FIN-COMMERCIAL, INDUSTRIAL, AND OTHER INTANGIBLE ASSETS RENTAL AND LEASING","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5411","PRF-LEGAL SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5412","PRF-ACCOUNTING, TAX PREPARATION, BOOKKEEPING, AND PAYROLL SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5413","PRF-ARCHITECTURAL, ENGINEERING, AND RELATED SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5414","PRF-SPECIALIZED DESIGN SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5415","PRF-COMPUTER SYSTEMS DESIGN AND RELATED SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5416","PRF-MANAGEMENT, SCIENTIFIC, AND TECHNICAL CONSULTING SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5417","PRF-SCIENTIFIC RESEARCH AND DEVELOPMENT SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5418","PRF-ADVERTISING, PUBLIC RELATIONS, AND RELATED SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","54194","PRF-VETERINARY SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5419Z","PRF-OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","55","PRF-MANAGEMENT OF COMPANIES AND ENTERPRISES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5613","PRF-EMPLOYMENT SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5614","PRF-BUSINESS SUPPORT SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5615","PRF-TRAVEL ARRANGEMENTS AND RESERVATION SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5616","PRF-INVESTIGATION AND SECURITY SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","56173","PRF-LANDSCAPING SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","5617Z","PRF-SERVICES TO BUILDINGS AND DWELLINGS, EX CONSTR CLN","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","561M","PRF-OTHER ADMINISTRATIVE AND OTHER SUPPORT SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","562","PRF-WASTE MANAGEMENT AND REMEDIATION SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","6111","EDU-ELEMENTARY AND SECONDARY SCHOOLS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","611M1","EDU-COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS, INCLUDING JUNIOR COLLEGES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","611M2","EDU-BUSINESS, TECHNICAL, AND TRADE SCHOOLS AND TRAINING","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","611M3","EDU-OTHER SCHOOLS AND INSTRUCTION, AND EDUCATIONAL SUPPORT SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","6211","MED-OFFICES OF PHYSICIANS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","6212","MED-OFFICES OF DENTISTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","62131","MED-OFFICES OF CHIROPRACTORS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","62132","MED-OFFICES OF OPTOMETRISTS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","6213ZM","MED-OFFICES OF OTHER HEALTH PRACTITIONERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","6214","MED-OUTPATIENT CARE CENTERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","6216","MED-HOME HEALTH CARE SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","621M","MED-OTHER HEALTH CARE SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","622","MED-HOSPITALS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","6231","MED-NURSING CARE FACILITIES (SKILLED NURSING FACILITIES)","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","623M","MED-RESIDENTIAL CARE FACILITIES, EXCEPT SKILLED NURSING FACILITIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","6241","SCA-INDIVIDUAL AND FAMILY SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","6242","SCA-COMMUNITY FOOD AND HOUSING, AND EMERGENCY SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","6243","SCA-VOCATIONAL REHABILITATION SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","6244","SCA-CHILD DAY CARE SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","711","ENT-PERFORMING ARTS, SPECTATOR SPORTS, AND RELATED INDUSTRIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","712","ENT-MUSEUMS, ART GALLERIES, HISTORICAL SITES, AND SIMILAR INSTITUTIONS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","71395","ENT-BOWLING CENTERS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","713Z","ENT-OTHER AMUSEMENT, GAMBLING, AND RECREATION INDUSTRIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","7211","ENT-TRAVELER ACCOMMODATION","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","721M","ENT-RECREATIONAL VEHICLE PARKS AND CAMPS, AND ROOMING AND BOARDING HOUSES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","7224","ENT-DRINKING PLACES, ALCOHOLIC BEVERAGES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","722Z","ENT-RESTAURANTS AND OTHER FOOD SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","811192","SRV-CAR WASHES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","8111Z","SRV-AUTOMOTIVE REPAIR AND MAINTENANCE","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","8112","SRV-ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","8113","SRV-COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT REPAIR AND MAINTENANCE","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","8114","SRV-PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","812111","SRV-BARBER SHOPS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","812112","SRV-BEAUTY SALONS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","8121M","SRV-NAIL SALONS AND OTHER PERSONAL CARE SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","8122","SRV-FUNERAL HOMES, CEMETERIES AND CREMATORIES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","8123","SRV-DRYCLEANING AND LAUNDRY SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","8129","SRV-OTHER PERSONAL SERVICES","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","8131","SRV-RELIGIOUS ORGANIZATIONS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","81393","SRV-LABOR UNIONS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","8139Z","SRV-BUSINESS, PROFESSIONAL, POLITICAL, AND SIMILAR ORGANIZATIONS","pus"
"NAICSP","NAICS Industry recode for 2013 and later based on 2012 NAICS codes","813M","SRV-CIVIC, SOCIAL, ADVOCACY ORGANIZATIONS, AND GRANTMAKING AND GIVING SERVICES","pus"
